Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),absolute_accel,Activity,Position
1.656776178E2,3.074181231E0,2.790276691E-1,8.597529548E-1,3.204313003E0,Walking,Hand
1.656875888E2,2.920351512E0,3.462729880E-1,8.620666981E-1,3.064558194E0,Walking,Hand
1.656975598E2,2.705479200E0,4.700199518E-1,8.762251461E-1,2.882413393E0,Walking,Hand
1.657075318E2,2.456969612E0,5.879454276E-1,9.359184936E-1,2.694127489E0,Walking,Hand
1.657175028E2,2.107801375E0,6.935879499E-1,9.294769084E-1,2.405788478E0,Walking,Hand
1.657274738E2,1.730393425E0,8.310659301E-1,8.369268867E-1,2.094129557E0,Walking,Hand
1.657374458E2,1.273228869E0,9.769785190E-1,6.103686225E-1,1.717017366E0,Walking,Hand
1.657474168E2,8.098364443E-1,1.037667063E0,3.899648452E-1,1.372829407E0,Walking,Hand
1.657573888E2,3.669987363E-1,1.006149108E0,2.824997458E-1,1.107623676E0,Walking,Hand
1.657673598E2,9.767072082E-2,1.045119339E0,1.892395797E-1,1.066595341E0,Walking,Hand
1.657773308E2,-1.69E-01,1.162291401E0,7.729551315E-2,1.177024172E0,Walking,Hand
1.657873028E2,-4.20E-01,1.294739899E0,4.243032038E-2,1.361950692E0,Walking,Hand
1.657972738E2,-7.17E-01,1.457553572E0,-3.02E-02,1.624679745E0,Walking,Hand
1.658072448E2,-9.75E-01,1.625773581E0,-1.75E-01,1.903568922E0,Walking,Hand
1.658172168E2,-1.40E+00,1.753933731E0,-2.41E-01,2.254016016E0,Walking,Hand
1.658271878E2,-1.91E+00,1.884105615E0,-2.66E-01,2.696994252E0,Walking,Hand
1.658371598E2,-2.33E+00,2.014230429E0,-3.58E-01,3.098415959E0,Walking,Hand
1.658471308E2,-2.73E+00,2.045825859E0,-5.23E-01,3.452232549E0,Walking,Hand
1.658571018E2,-3.10E+00,2.018135492E0,-6.82E-01,3.757926096E0,Walking,Hand
1.658670738E2,-3.41E+00,1.949890299E0,-7.93E-01,4.008232374E0,Walking,Hand
1.658770448E2,-3.62E+00,1.853449833E0,-8.56E-01,4.159431245E0,Walking,Hand
1.658870168E2,-3.77E+00,1.741220422E0,-8.86E-01,4.243276826E0,Walking,Hand
1.658969878E2,-3.90E+00,1.644449295E0,-7.65E-01,4.298872874E0,Walking,Hand
1.659069588E2,-4.05E+00,1.439958131E0,-5.10E-01,4.332850758E0,Walking,Hand
1.659169308E2,-4.25E+00,1.109289607E0,-8.09E-02,4.394306197E0,Walking,Hand
1.659269018E2,-4.57E+00,6.105928633E-1,4.609743091E-1,4.636526193E0,Walking,Hand
1.659368728E2,-4.98E+00,4.416518927E-2,1.017931248E0,5.080691643E0,Walking,Hand
1.659468448E2,-5.21E+00,-3.44E-01,1.368209579E0,5.395178402E0,Walking,Hand
1.659568158E2,-5.12E+00,-4.10E-01,1.653800455E0,5.392270707E0,Walking,Hand
1.659667878E2,-4.78E+00,-1.54E-01,1.802588412E0,5.110935509E0,Walking,Hand
1.659767588E2,-4.32E+00,3.744425341E-1,1.892161324E0,4.733782005E0,Walking,Hand
1.659867298E2,-3.56E+00,1.133638875E0,1.834154606E0,4.158176185E0,Walking,Hand
1.659967018E2,-2.79E+00,2.056298807E0,1.605798323E0,3.818761757E0,Walking,Hand
1.660066728E2,-2.30E+00,2.795164087E0,1.297986565E0,3.847683707E0,Walking,Hand
1.660166448E2,-2.13E+00,3.223805047E0,1.014518228E0,3.993630186E0,Walking,Hand
1.660266158E2,-2.23E+00,3.329464234E0,7.535362360E-1,4.079794806E0,Walking,Hand
1.660365868E2,-2.15E+00,3.264746374E0,7.114941707E-1,3.973917027E0,Walking,Hand
1.660465588E2,-2.01E+00,2.837329820E0,6.515496853E-1,3.536883652E0,Walking,Hand
1.660565298E2,-1.90E+00,2.235702785E0,3.820003527E-1,2.955670905E0,Walking,Hand
1.660665008E2,-2.02E+00,1.575695980E0,3.564015350E-1,2.584351781E0,Walking,Hand
1.660764728E2,-2.20E+00,9.794524759E-1,3.184188992E-1,2.430771258E0,Walking,Hand
1.660864438E2,-1.99E+00,7.551021203E-1,2.306524846E-1,2.140551264E0,Walking,Hand
1.660964158E2,-1.73E+00,6.688027722E-1,2.570491549E-1,1.873340801E0,Walking,Hand
1.661063868E2,-1.73E+00,6.311692151E-1,1.687895277E-1,1.847294077E0,Walking,Hand
1.661163578E2,-1.74E+00,8.581438011E-1,3.132353425E-2,1.937642913E0,Walking,Hand
1.661263298E2,-1.85E+00,1.002520619E0,1.481456405E-1,2.105899798E0,Walking,Hand
1.661363008E2,-1.74E+00,1.027815966E0,3.030164561E-1,2.044312835E0,Walking,Hand
1.661462718E2,-1.50E+00,1.133890598E0,3.916722322E-1,1.917351736E0,Walking,Hand
1.661562438E2,-1.33E+00,1.304207418E0,4.639555120E-1,1.917740884E0,Walking,Hand
1.661662148E2,-1.17E+00,1.347841680E0,3.973188883E-1,1.825315041E0,Walking,Hand
1.661761868E2,-1.03E+00,1.381616367E0,2.363853872E-1,1.741455131E0,Walking,Hand
1.661861578E2,-8.08E-01,1.449215150E0,6.250848949E-2,1.660514498E0,Walking,Hand
1.661961288E2,-5.25E-01,1.492452971E0,-3.13E-02,1.582467651E0,Walking,Hand
1.662061008E2,-1.95E-01,1.450447159E0,-3.65E-02,1.463941183E0,Walking,Hand
1.662160718E2,1.725425631E-1,1.270964828E0,1.078334740E-1,1.287148238E0,Walking,Hand
1.662260438E2,4.897411484E-1,1.087563400E0,2.432533805E-1,1.217297313E0,Walking,Hand
1.662360148E2,7.657262188E-1,9.018847749E-1,2.726436791E-1,1.214111760E0,Walking,Hand
1.662459858E2,9.555373639E-1,6.629777759E-1,3.559735188E-1,1.216268199E0,Walking,Hand
1.662559578E2,1.139190221E0,4.402830595E-1,4.500151652E-1,1.301582568E0,Walking,Hand
1.662659288E2,1.349339737E0,2.034705332E-1,4.531843561E-1,1.437878313E0,Walking,Hand
1.662758998E2,1.484089406E0,-3.91E-02,3.899395560E-1,1.534959222E0,Walking,Hand
1.662858718E2,1.611173376E0,-2.63E-01,3.632284516E-1,1.672417075E0,Walking,Hand
1.662958428E2,1.901439101E0,-4.60E-01,4.331580810E-1,2.003598549E0,Walking,Hand
1.663058148E2,2.015087923E0,-7.43E-01,3.827141516E-1,2.181635641E0,Walking,Hand
1.663157858E2,2.100443239E0,-1.02E+00,2.570036928E-1,2.350627759E0,Walking,Hand
1.663257568E2,2.151709871E0,-1.20E+00,2.239511369E-1,2.473694185E0,Walking,Hand
1.663357288E2,2.186777962E0,-1.37E+00,1.977411389E-1,2.586944633E0,Walking,Hand
1.663456998E2,2.240101646E0,-1.56E+00,2.274397320E-1,2.739750259E0,Walking,Hand
1.663556708E2,2.329779223E0,-1.74E+00,3.441782230E-1,2.930865780E0,Walking,Hand
1.663656428E2,2.381686125E0,-1.89E+00,4.361664735E-1,3.073853154E0,Walking,Hand
1.663756138E2,2.349767929E0,-2.05E+00,5.026874685E-1,3.156156451E0,Walking,Hand
1.663855858E2,2.354890090E0,-2.16E+00,5.752822588E-1,3.244349842E0,Walking,Hand
1.663955568E2,2.290748473E0,-2.35E+00,6.399752681E-1,3.343627146E0,Walking,Hand
1.664055278E2,2.075366870E0,-2.61E+00,6.559621404E-1,3.396441074E0,Walking,Hand
1.664154998E2,1.873428015E0,-2.85E+00,6.449016935E-1,3.473007668E0,Walking,Hand
1.664254708E2,1.633542484E0,-3.11E+00,6.907707614E-1,3.577024787E0,Walking,Hand
1.664354428E2,1.321031027E0,-3.28E+00,6.978388757E-1,3.603689297E0,Walking,Hand
1.664454138E2,9.182426530E-1,-3.36E+00,7.287952048E-1,3.554524271E0,Walking,Hand
1.664553848E2,5.605497605E-1,-3.38E+00,7.685543709E-1,3.509631263E0,Walking,Hand
1.664653568E2,4.060253924E-1,-3.37E+00,8.745136660E-1,3.502467635E0,Walking,Hand
1.664753278E2,3.090721250E-1,-3.38E+00,1.032960200E0,3.550012710E0,Walking,Hand
1.664852988E2,9.802330792E-2,-3.51E+00,1.109383163E0,3.687070787E0,Walking,Hand
1.664952708E2,-3.04E-01,-3.92E+00,1.091604411E0,4.077564208E0,Walking,Hand
1.665052418E2,-6.55E-01,-4.39E+00,1.056499775E0,4.567075837E0,Walking,Hand
1.665152138E2,-8.21E-01,-4.80E+00,1.087047968E0,4.985960672E0,Walking,Hand
1.665251848E2,-6.65E-01,-5.04E+00,1.245886704E0,5.235834647E0,Walking,Hand
1.665351558E2,-3.24E-01,-4.90E+00,1.348230374E0,5.090433929E0,Walking,Hand
1.665451278E2,-1.05E-01,-4.63E+00,1.408575393E0,4.842775945E0,Walking,Hand
1.665550988E2,2.791513377E-1,-4.13E+00,1.410547805E0,4.374157967E0,Walking,Hand
1.665650708E2,6.878717119E-1,-3.51E+00,1.557237489E0,3.899436369E0,Walking,Hand
1.665750418E2,1.002812687E0,-2.88E+00,1.581015776E0,3.436632276E0,Walking,Hand
1.665850128E2,1.216411475E0,-2.17E+00,1.449076133E0,2.882603632E0,Walking,Hand
1.665949848E2,1.377674759E0,-1.48E+00,1.108081719E0,2.307961202E0,Walking,Hand
1.666049558E2,1.364934261E0,-8.88E-01,7.992383659E-1,1.814069510E0,Walking,Hand
1.666149268E2,1.234811493E0,-4.07E-01,5.062671340E-1,1.395347427E0,Walking,Hand
1.666248988E2,1.010573696E0,-8.04E-02,3.975755811E-2,1.014544217E0,Walking,Hand
1.666348698E2,6.628625858E-1,2.152593970E-2,-3.61E-01,7.553257604E-1,Walking,Hand
1.666448408E2,3.188749820E-1,-9.75E-03,-6.86E-01,7.566815014E-1,Walking,Hand
1.666548118E2,-1.10E-02,-7.22E-02,-9.97E-01,1.000154661E0,Walking,Hand
1.666647828E2,-4.71E-01,-3.43E-01,-1.27E+00,1.399012801E0,Walking,Hand
1.666747548E2,-8.59E-01,-7.05E-01,-1.47E+00,1.846295815E0,Walking,Hand
1.666847258E2,-1.10E+00,-8.76E-01,-1.61E+00,2.138222262E0,Walking,Hand
1.666946978E2,-1.20E+00,-1.06E+00,-1.71E+00,2.339801486E0,Walking,Hand
1.667046688E2,-1.27E+00,-1.15E+00,-1.66E+00,2.387102531E0,Walking,Hand
1.667146398E2,-1.18E+00,-1.07E+00,-1.46E+00,2.156450914E0,Walking,Hand
1.667246118E2,-1.03E+00,-9.27E-01,-1.26E+00,1.869183921E0,Walking,Hand
1.667345828E2,-7.54E-01,-8.14E-01,-1.10E+00,1.559112339E0,Walking,Hand
1.667445538E2,-4.87E-01,-7.07E-01,-9.69E-01,1.294289250E0,Walking,Hand
1.667545258E2,-2.15E-01,-6.91E-01,-7.76E-01,1.060937742E0,Walking,Hand
1.667644968E2,1.720899886E-1,-6.73E-01,-5.06E-01,8.596784428E-1,Walking,Hand
1.667744688E2,6.625737333E-1,-6.05E-01,-1.23E-01,9.057392492E-1,Walking,Hand
1.667844398E2,1.238790523E0,-4.51E-01,1.239000146E-1,1.324186671E0,Walking,Hand
1.667944108E2,1.769188532E0,-2.75E-01,7.475109726E-2,1.791944439E0,Walking,Hand
1.668043828E2,2.159541632E0,-1.80E-01,-3.99E-02,2.167414187E0,Walking,Hand
1.668143538E2,2.396301826E0,-4.32E-02,-1.08E-01,2.399109313E0,Walking,Hand
1.668243258E2,2.506227141E0,1.359112188E-1,-2.19E-01,2.519416727E0,Walking,Hand
1.668342968E2,2.572990649E0,2.777395275E-1,-3.95E-01,2.617880915E0,Walking,Hand
1.668442678E2,2.512540964E0,3.886541918E-1,-5.95E-01,2.611078431E0,Walking,Hand
1.668542398E2,2.418207834E0,5.167821819E-1,-7.69E-01,2.589762562E0,Walking,Hand
1.668642108E2,2.286994561E0,6.459506840E-1,-1.01E+00,2.580300521E0,Walking,Hand
1.668741818E2,2.148459989E0,7.303701523E-1,-1.19E+00,2.560184984E0,Walking,Hand
1.668841538E2,2.020354511E0,8.521121058E-1,-1.36E+00,2.581037284E0,Walking,Hand
1.668941248E2,1.820734076E0,9.873269212E-1,-1.55E+00,2.588434610E0,Walking,Hand
1.669040968E2,1.602483244E0,1.110434200E0,-1.74E+00,2.612598770E0,Walking,Hand
1.669140678E2,1.345692828E0,1.175614282E0,-1.84E+00,2.566267456E0,Walking,Hand
1.669240388E2,1.013938184E0,1.189940837E0,-1.79E+00,2.375167126E0,Walking,Hand
1.669340108E2,7.243179917E-1,1.214847637E0,-1.65E+00,2.171372745E0,Walking,Hand
1.669439818E2,5.497686642E-1,1.327821398E0,-1.54E+00,2.105885727E0,Walking,Hand
1.669539538E2,3.972282565E-1,1.417223279E0,-1.38E+00,2.020286131E0,Walking,Hand
1.669639248E2,2.505099213E-1,1.479768021E0,-1.17E+00,1.902541767E0,Walking,Hand
1.669738958E2,-5.09E-02,1.534225772E0,-9.62E-01,1.811587449E0,Walking,Hand
1.669838678E2,-4.80E-01,1.573431061E0,-7.59E-01,1.811393116E0,Walking,Hand
1.669938388E2,-9.57E-01,1.554451876E0,-6.50E-01,1.937745297E0,Walking,Hand
1.670038098E2,-1.40E+00,1.526239060E0,-5.63E-01,2.146344151E0,Walking,Hand
1.670137818E2,-1.89E+00,1.506227842E0,-6.27E-01,2.494192556E0,Walking,Hand
1.670237528E2,-2.16E+00,1.561262712E0,-6.81E-01,2.754537334E0,Walking,Hand
1.670337248E2,-2.49E+00,1.511828305E0,-7.24E-01,3.000714873E0,Walking,Hand
1.670436958E2,-2.86E+00,1.414385625E0,-8.28E-01,3.293934746E0,Walking,Hand
1.670536668E2,-3.09E+00,1.396598980E0,-8.16E-01,3.484765967E0,Walking,Hand
1.670636388E2,-3.23E+00,1.325642141E0,-7.75E-01,3.578563907E0,Walking,Hand
1.670736098E2,-3.41E+00,1.191155304E0,-6.10E-01,3.667529647E0,Walking,Hand
1.670835818E2,-3.45E+00,1.109963791E0,-4.15E-01,3.652202931E0,Walking,Hand
1.670935528E2,-3.35E+00,1.092611009E0,-1.04E-01,3.523847666E0,Walking,Hand
1.671035238E2,-3.39E+00,9.503301260E-1,2.376209038E-1,3.526132114E0,Walking,Hand
1.671134958E2,-3.70E+00,6.112573993E-1,6.774978742E-1,3.811982069E0,Walking,Hand
1.671234668E2,-4.17E+00,1.186750889E-1,1.165453283E0,4.329986831E0,Walking,Hand
1.671334388E2,-4.70E+00,-4.20E-01,1.517029111E0,4.953899210E0,Walking,Hand
1.671434098E2,-5.25E+00,-9.47E-01,1.809960874E0,5.631332404E0,Walking,Hand
1.671533808E2,-5.37E+00,-1.13E+00,2.133708633E0,5.891950546E0,Walking,Hand
1.671633528E2,-5.15E+00,-8.45E-01,2.231076176E0,5.671915580E0,Walking,Hand
1.671733238E2,-4.71E+00,-1.02E-01,2.240337288E0,5.212918595E0,Walking,Hand
1.671832948E2,-4.10E+00,1.011503696E0,1.985604800E0,4.669455601E0,Walking,Hand
1.671932668E2,-3.62E+00,2.019225998E0,1.513115569E0,4.414942846E0,Walking,Hand
1.672032378E2,-3.32E+00,2.878687761E0,1.171192910E0,4.551167543E0,Walking,Hand
1.672132098E2,-3.15E+00,3.783796983E0,1.089266987E0,5.042410088E0,Walking,Hand
1.672231808E2,-3.16E+00,4.294619683E0,6.703248024E-1,5.370992744E0,Walking,Hand
1.672331518E2,-3.13E+00,4.326222714E0,2.223199099E-2,5.340845298E0,Walking,Hand
1.672431238E2,-3.09E+00,3.988155416E0,-3.76E-01,5.061290492E0,Walking,Hand
1.672530948E2,-2.87E+00,3.429321229E0,-6.35E-01,4.516180660E0,Walking,Hand
1.672630668E2,-2.50E+00,2.706049304E0,-7.19E-01,3.755231433E0,Walking,Hand
1.672730378E2,-2.28E+00,1.934435231E0,-7.98E-01,3.096278927E0,Walking,Hand
1.672830088E2,-2.04E+00,1.247595845E0,-9.58E-01,2.573433264E0,Walking,Hand
1.672929808E2,-1.62E+00,6.976026481E-1,-9.66E-01,2.014198803E0,Walking,Hand
1.673029518E2,-1.21E+00,3.354383898E-1,-7.72E-01,1.476199936E0,Walking,Hand
1.673129228E2,-8.50E-01,1.025128001E-1,-5.91E-01,1.040063078E0,Walking,Hand
1.673228948E2,-5.39E-01,1.857309580E-2,-4.61E-01,7.098753167E-1,Walking,Hand
1.673328658E2,-2.83E-01,3.623753428E-2,-1.47E-01,3.204504299E-1,Walking,Hand
1.673428378E2,2.814264894E-2,1.739078879E-2,2.632334626E-1,2.653041727E-1,Walking,Hand
1.673528088E2,1.691962016E-1,-3.89E-02,5.774409047E-1,6.029745393E-1,Walking,Hand
1.673627798E2,2.639719659E-1,5.422503144E-2,6.948825234E-1,7.453075031E-1,Walking,Hand
1.673727518E2,3.103649443E-1,9.399340689E-2,8.131939155E-1,8.754687335E-1,Walking,Hand
1.673827228E2,3.699053872E-1,1.809914973E-1,7.857543942E-1,8.871290130E-1,Walking,Hand
1.673926948E2,4.763615495E-1,2.499064887E-1,7.232888818E-1,9.013991266E-1,Walking,Hand
1.674026658E2,5.837941968E-1,3.694411182E-1,5.812491962E-1,9.028582570E-1,Walking,Hand
1.674126368E2,7.586557657E-1,4.995586234E-1,4.338958535E-1,1.006669261E0,Walking,Hand
1.674226088E2,9.301353049E-1,5.548896557E-1,3.172588116E-1,1.128586447E0,Walking,Hand
1.674325798E2,1.038791775E0,5.212693352E-1,2.349896568E-1,1.185761447E0,Walking,Hand
1.674425518E2,1.169704501E0,4.697784618E-1,2.232396770E-1,1.280131390E0,Walking,Hand
1.674525228E2,1.263549389E0,3.982483032E-1,2.476032704E-1,1.347763387E0,Walking,Hand
1.674624938E2,1.341636030E0,2.972373605E-1,2.930051458E-1,1.405058469E0,Walking,Hand
1.674724658E2,1.424802732E0,1.822685292E-1,3.378559211E-1,1.475612167E0,Walking,Hand
1.674824368E2,1.517138454E0,-2.73E-02,4.533881316E-1,1.583671318E0,Walking,Hand
1.674924088E2,1.488216956E0,-2.82E-01,5.943184541E-1,1.627128803E0,Walking,Hand
1.675023798E2,1.483913405E0,-5.44E-01,6.725180930E-1,1.717765362E0,Walking,Hand
1.675123508E2,1.458264593E0,-7.61E-01,6.609913306E-1,1.772727536E0,Walking,Hand
1.675223228E2,1.415921981E0,-1.02E+00,5.389400594E-1,1.828730686E0,Walking,Hand
1.675322938E2,1.365995530E0,-1.28E+00,3.695282418E-1,1.907700983E0,Walking,Hand
1.675422648E2,1.395004737E0,-1.55E+00,2.950784223E-1,2.109012091E0,Walking,Hand
1.675522368E2,1.523683242E0,-1.76E+00,2.822404218E-1,2.343922759E0,Walking,Hand
1.675622078E2,1.650016429E0,-1.91E+00,2.112778817E-1,2.531717604E0,Walking,Hand
1.675721798E2,1.797771476E0,-2.07E+00,1.449207549E-1,2.742582025E0,Walking,Hand
1.675821508E2,1.940704908E0,-2.18E+00,8.395139873E-2,2.922114864E0,Walking,Hand
1.675921218E2,1.982151727E0,-2.37E+00,2.613939285E-2,3.090898157E0,Walking,Hand
1.676020938E2,1.975854861E0,-2.55E+00,-8.45E-03,3.229589160E0,Walking,Hand
1.676120648E2,1.921129015E0,-2.67E+00,-1.06E-01,3.287135702E0,Walking,Hand
1.676220368E2,1.760761524E0,-2.76E+00,-2.52E-01,3.285263625E0,Walking,Hand
1.676320078E2,1.563078858E0,-2.91E+00,-3.55E-01,3.318050476E0,Walking,Hand
1.676419792E2,1.390453849E0,-3.06E+00,-4.34E-01,3.385008958E0,Walking,Hand
1.676519512E2,1.268036542E0,-3.15E+00,-4.95E-01,3.431357327E0,Walking,Hand
1.676619222E2,1.177255595E0,-3.29E+00,-5.28E-01,3.529723337E0,Walking,Hand
1.676718932E2,1.094582398E0,-3.35E+00,-4.93E-01,3.563150022E0,Walking,Hand
1.676818652E2,1.047062076E0,-3.41E+00,-3.26E-01,3.580042152E0,Walking,Hand
1.676918362E2,1.006690561E0,-3.38E+00,-1.49E-01,3.532120249E0,Walking,Hand
1.677018082E2,1.015981786E0,-3.30E+00,-5.03E-02,3.454601921E0,Walking,Hand
1.677117792E2,9.020675004E-1,-3.21E+00,-9.57E-02,3.340355794E0,Walking,Hand
1.677217502E2,5.771669626E-1,-3.39E+00,-1.41E-01,3.442030204E0,Walking,Hand
1.677317222E2,5.549416959E-2,-3.77E+00,-1.14E-01,3.771674275E0,Walking,Hand
1.677416932E2,-6.47E-01,-4.25E+00,4.808677062E-2,4.301618104E0,Walking,Hand
1.677516652E2,-1.26E+00,-4.73E+00,1.403049628E-1,4.893586904E0,Walking,Hand
1.677616362E2,-1.59E+00,-4.87E+00,9.715148807E-4,5.121266992E0,Walking,Hand
1.677716072E2,-1.65E+00,-4.80E+00,-1.78E-01,5.079258866E0,Walking,Hand
1.677815792E2,-1.33E+00,-4.58E+00,-2.58E-01,4.774120516E0,Walking,Hand
1.677915502E2,-5.47E-01,-3.89E+00,-2.61E-01,3.935016011E0,Walking,Hand
1.678015222E2,3.622981596E-1,-2.81E+00,-1.22E-01,2.832687052E0,Walking,Hand
1.678114932E2,9.635544813E-1,-1.72E+00,7.948821902E-2,1.970470897E0,Walking,Hand
1.678214642E2,1.194603699E0,-8.12E-01,1.140486257E-1,1.448833486E0,Walking,Hand
1.678314362E2,1.100233147E0,-2.14E-01,2.717575336E-1,1.153395814E0,Walking,Hand
1.678414072E2,6.748990792E-1,1.617804703E-1,4.862231711E-1,8.473928603E-1,Walking,Hand
1.678513792E2,-9.51E-02,3.257758659E-1,5.144713622E-1,6.163245776E-1,Walking,Hand
1.678613502E2,-5.35E-01,4.835509935E-1,4.946498859E-1,8.746829640E-1,Walking,Hand
1.678713212E2,-7.03E-01,5.920329237E-1,3.388087249E-1,9.793554192E-1,Walking,Hand
1.678812932E2,-1.14E+00,4.439846393E-1,-1.78E-04,1.226412659E0,Walking,Hand
1.678912642E2,-1.70E+00,2.660053352E-1,-3.74E-01,1.762699083E0,Walking,Hand
1.679012352E2,-2.10E+00,1.783099642E-1,-6.20E-01,2.195945072E0,Walking,Hand
1.679112072E2,-2.25E+00,1.467431858E-1,-8.90E-01,2.420218262E0,Walking,Hand
1.679211782E2,-2.21E+00,1.457167071E-1,-1.10E+00,2.475901589E0,Walking,Hand
1.679311502E2,-1.97E+00,1.714459178E-1,-1.18E+00,2.302224147E0,Walking,Hand
1.679411212E2,-1.75E+00,2.416306320E-1,-1.02E+00,2.034959498E0,Walking,Hand
1.679510922E2,-1.41E+00,3.464372948E-1,-9.13E-01,1.718254235E0,Walking,Hand
1.679610642E2,-8.70E-01,5.139837044E-1,-8.35E-01,1.310320542E0,Walking,Hand
1.679710352E2,-3.24E-01,5.600863686E-1,-6.79E-01,9.379580576E-1,Walking,Hand
1.679810072E2,2.455064589E-1,4.872204137E-1,-3.86E-01,6.683509465E-1,Walking,Hand
1.679909782E2,8.786260128E-1,4.252405125E-1,-2.84E-02,9.765348395E-1,Walking,Hand
1.680009492E2,1.420309732E0,4.406265834E-1,3.046527994E-1,1.517973929E0,Walking,Hand
1.680109212E2,1.888205098E0,4.384590206E-1,4.238862973E-1,1.984249076E0,Walking,Hand
1.680208922E2,2.315199775E0,3.820088312E-1,4.038237695E-1,2.380998610E0,Walking,Hand
1.680308642E2,2.735674807E0,3.667516914E-1,2.894114470E-1,2.775280605E0,Walking,Hand
1.680408352E2,3.059771937E0,3.336169821E-1,1.316608778E-1,3.080720563E0,Walking,Hand
1.680508062E2,3.310070189E0,2.779181600E-1,8.200880751E-2,3.322729090E0,Walking,Hand
1.680607782E2,3.414852878E0,1.995651779E-1,1.631642139E-1,3.424568440E0,Walking,Hand
1.680707492E2,3.419656951E0,1.261878839E-1,3.982273994E-1,3.445077953E0,Walking,Hand
1.680807202E2,3.445021588E0,9.611302257E-2,6.802425572E-1,3.512853739E0,Walking,Hand
1.680906922E2,3.421530983E0,1.308902147E-1,8.960770279E-1,3.539344651E0,Walking,Hand
1.681006632E2,3.180457883E0,1.782766351E-1,9.991420975E-1,3.338469685E0,Walking,Hand
1.681106352E2,2.839283375E0,2.558911139E-1,9.877221930E-1,3.017052449E0,Walking,Hand
1.681206062E2,2.585096725E0,3.637798440E-1,9.046373516E-1,2.762866191E0,Walking,Hand
1.681305772E2,2.296073533E0,3.034207910E-1,7.553860027E-1,2.436108753E0,Walking,Hand
1.681405492E2,1.948385226E0,2.681901473E-1,5.740904501E-1,2.048831567E0,Walking,Hand
1.681505202E2,1.636594731E0,3.763159820E-1,3.045019412E-1,1.706686106E0,Walking,Hand
1.681604922E2,1.238048512E0,4.449409515E-1,-2.07E-02,1.315738135E0,Walking,Hand
1.681704632E2,8.253385824E-1,4.890675491E-1,-2.48E-01,9.907764535E-1,Walking,Hand
1.681804342E2,5.157138956E-1,5.981856564E-1,-3.50E-01,8.636805812E-1,Walking,Hand
1.681904062E2,2.272315711E-1,7.530050164E-1,-4.39E-01,9.007658339E-1,Walking,Hand
1.682003772E2,-1.89E-01,8.693184149E-1,-4.22E-01,9.848222610E-1,Walking,Hand
1.682103492E2,-5.49E-01,9.986804599E-1,-3.80E-01,1.201386191E0,Walking,Hand
1.682203202E2,-7.85E-01,1.125079428E0,-4.18E-01,1.433759736E0,Walking,Hand
1.682302912E2,-1.10E+00,1.155129439E0,-5.13E-01,1.676940092E0,Walking,Hand
1.682402632E2,-1.45E+00,1.176058963E0,-5.67E-01,1.949077479E0,Walking,Hand
1.682502342E2,-1.71E+00,1.148325619E0,-6.44E-01,2.160271141E0,Walking,Hand
1.682602062E2,-1.91E+00,1.123875194E0,-7.13E-01,2.325700216E0,Walking,Hand
1.682701772E2,-2.12E+00,1.094592631E0,-7.39E-01,2.495311506E0,Walking,Hand
1.682801482E2,-2.27E+00,1.051241666E0,-7.15E-01,2.600361891E0,Walking,Hand
1.682901202E2,-2.35E+00,1.048105512E0,-6.52E-01,2.655217699E0,Walking,Hand
1.683000912E2,-2.46E+00,1.051034675E0,-5.82E-01,2.737668619E0,Walking,Hand
1.683100632E2,-2.58E+00,1.075865461E0,-4.46E-01,2.831175534E0,Walking,Hand
1.683200342E2,-2.85E+00,1.044676997E0,-1.66E-01,3.040259114E0,Walking,Hand
1.683300052E2,-3.32E+00,7.336232507E-1,1.528666824E-1,3.400215220E0,Walking,Hand
1.683399772E2,-3.92E+00,9.779088110E-2,5.068571180E-1,3.956625006E0,Walking,Hand
1.683499482E2,-4.44E+00,-5.87E-01,8.566524687E-1,4.556427734E0,Walking,Hand
1.683599192E2,-4.73E+00,-1.06E+00,1.191276926E0,4.995382954E0,Walking,Hand
1.683698912E2,-4.54E+00,-1.05E+00,1.389331183E0,4.866360194E0,Walking,Hand
1.683798622E2,-3.77E+00,-6.02E-01,1.420497428E0,4.073588869E0,Walking,Hand
1.683898342E2,-3.42E+00,1.114695650E-1,1.148618564E0,3.610353916E0,Walking,Hand
1.683998052E2,-2.95E+00,1.253982174E0,8.203222561E-1,3.305804847E0,Walking,Hand
1.684097762E2,-2.80E+00,2.035820981E0,9.877449971E-1,3.596145900E0,Walking,Hand
1.684197482E2,-2.71E+00,2.448225393E0,1.018746935E0,3.789867088E0,Walking,Hand
1.684297192E2,-2.87E+00,2.770668638E0,1.182284786E0,4.162893359E0,Walking,Hand
1.684396912E2,-3.07E+00,2.950462918E0,1.253918732E0,4.439148234E0,Walking,Hand
1.684496622E2,-3.32E+00,2.777689975E0,1.097855085E0,4.467200519E0,Walking,Hand
1.684596332E2,-3.27E+00,2.440900878E0,9.077743828E-1,4.179547633E0,Walking,Hand
1.684696052E2,-3.07E+00,2.054359870E0,6.359346959E-1,3.746653751E0,Walking,Hand
1.684795762E2,-2.90E+00,1.617902059E0,3.571640119E-1,3.337736712E0,Walking,Hand
1.684895482E2,-2.72E+00,1.264894833E0,2.950531331E-1,3.015591797E0,Walking,Hand
1.684995192E2,-2.39E+00,1.051555077E0,1.974145719E-1,2.618056637E0,Walking,Hand
